input_row_key,input_company_name,input_main_country_code,input_main_country,input_main_region,input_main_city,input_main_postcode,input_main_street,input_main_street_number
346,NERAS DIREKTE AS,NO,Norway,Viken,Drammen,3015,Ole Steens Gate,10
347,Nestor Cables Oy,FI,Finland,North Ostrobothnia,Oulu,90620,Mittarikuja,5
348,NET ONE ASIA PTE. LTD.,SG,Singapore,Central,Singapore,369546,Irving Place,1
349,NETIC A/S,DK,Denmark,North Denmark Region,Aalborg,9220,Alfred Nobels Vej,25
35,ANALYSYS MASON AS,NO,Norway,Oslo,Oslo,252,,
350,NETS DANMARK A/S,DK,Denmark,Capital Region Of Denmark,Ballerup,2750,Klausdalsbrovej,601
351,New Skies Satellites B.V.,NL,Netherlands,South Holland,The Hague,2517 KR,Rooseveltplantsoen,4
352,NEWS PUBLICATIONS (PRIVATE) LIMITED,PK,Pakistan,Sindh,Karachi,72500,I.I. Chundrigar Road,
353,NEXCOM A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1260,Bredgade,23B
354,NOITSO A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2500,Krumtappen,4
355,Nokia Innovations Oy,FI,Finland,Uusimaa,Espoo,2610,Karakaari,7
356,NOKIA SERVICES AND NETWORKS MALAYSIA SDN. BHD.,MY,Malaysia,,,,,
357,NOKIA SOLUTIONS AND NETWORKS NORGE AS,NO,Norway,Viken,Bærum,1364,Martin Linges Vei,25
358,Nokia Solutions and Networks Oy,FI,Finland,Uusimaa,Espoo,2610,Karakaari,7
359,"NORDEA BANK ABP, FILIAL I NORGE",NO,Norway,Oslo,Oslo,368,Essendrops Gate,7
36,MASON SITE FINDER LIMITED,GB,United Kingdom,England,Salford,M5 3EF,Exchange Quay,5
360,NORDIC COMPUTER A/S,DK,Denmark,North Denmark Region,Nørresundby,9400,Strømmen,2
361,NORDIX DATA AS,NO,Norway,Troms Og Finnmark,Tromsø,9019,Sykehusvegen,23
362,DMA Research A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1150,,
363,NORWEGIAN AIR SHUTTLE AS (PS),NO,Norway,Viken,Ullensaker,2060,Fridtjof Nansens Veg,
364,NOVATARIS A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1051,Nyhavn,43
365,Ntt (Thailand) Ltd,TH,Thailand,Bangkok,Bangkok,10500,,
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,SG,Singapore,Central,Singapore,339509,Kallang Avenue,8
367,NTT DATA Business Solutions Korlatolt Felelossegu Tarsasag,HU,Hungary,Central Hungary,Budapest,1117,Infopark (Pázmány Péter Sétány),1
368,ITELLIGENCE A/S,DK,Denmark,,,,,
369,Ntt Malaysia Solutions Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,47800,First Avenue,1
37,ANDCO A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1304,Adelgade,12
370,Ntt Msc Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,47800,First Avenue,1
371,OCH A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,
372,OK A.M.B.A.,DK,Denmark,Central Denmark Region,Aarhus Municipality,8260,Åhave Parkvej,11
373,Omd (M) Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,47400,Jalan SS 21/60,21/37
374,OMD AS,NO,Norway,Oslo,Oslo,273,,
375,Media Direction A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Midtermolen,3
376,OMEGA EXIM LIMITED,BD,Bangladesh,Dhaka Division,Dhaka Metropolitan,1215,Kawran Bazar FDC Road,8
377,OMNICOM MEDIA GROUP AS,NO,Norway,Oslo,Oslo,273,,
378,OMNICOM MEDIA GROUP ASIA PACIFIC PTE. LTD.,SG,Singapore,Southwest,Queenstown,138565,,
379,ON THE SPOT A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Strandlodsvej,6A
38,Annalect Denmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Midtermolen,3
380,ONETRUST TECHNOLOGY LIMITED,GB,United Kingdom,England,London,EC1M 4JN,St. John Street,82
381,Oracle Corporation (Thailand) Co Ltd,TH,Thailand,Bangkok,Bang Rak District,10500,,
382,Oracle Corporation Malaysia Sdn. Bhd.,MY,Malaysia,,,59200,,
383,ORACLE DANMARK APS,DK,Denmark,,,,,
384,ORACLE NORGE AS,NO,Norway,Viken,Bærum,1366,,
385,ORACLE SVENSKA AB,SE,Sweden,,,,,
386,Orbis Oy,FI,Finland,Uusimaa,Vantaa,1610,Vanha Kaarelantie,9
387,OROGENIC ApS,DK,Denmark,Region Of Southern Denmark,Vejle,7100,Stiftsvej,9
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",GB,United Kingdom,England,London,EC2V 6DN,Cheapside,107
389,P1 SECURITY,FR,France,Ile-de-France,Paris,75001,Rue Saint-Honoré,231
39,Anne Mette Lund,DK,Denmark,Region Of Southern Denmark,Haderslev,6100,Bispegade,2026-08-01 00:00:00
390,"Paco Casa Co.,Ltd.",TH,Thailand,Bangkok,Bang Kapi District,10310,Soi Ramkhamhaeng 24 Yaek 28,506/20
391,PAKISTAN INSTITUTE OF NUCLEAR SCIENCE & TECHNOLOGY (PINSTECH),PK,Pakistan,Islamabad Capital Territory,Islamabad,44000,,
392,PARENT AND FAMILY CONSULTING LIMITED,GB,United Kingdom,England,London,N1 9PF,White Lion Street,95
393,PELATRO LIMITED,GB,United Kingdom,England,London,SE26 4NG,Mount Gardens,Oak House
394,Varsta Software,FI,Finland,Pirkanmaa,Tampere,33210,Polttimonkatu,3
395,PING IT A/S,DK,Denmark,North Denmark Region,Aalborg Municipality,9200,Vandmanden,24
396,Playable ApS,DK,Denmark,Central Denmark Region,Aarhus,8200,Tueager,1
397,PLESNER Advokatpartnerselskab,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Amerika Plads,37
398,PLP INVEST/EJENDOMME A/S,DK,Denmark,Region Of Southern Denmark,Odense Kommune,5230,,
399,"PLURALSIGHT, LLC",US,United States,Utah,Draper,84020,Future Way,42
4,3 Step IT Sweden AB,SE,Sweden,Östergötland County,Linköping,58115,,
40,ANRITSU A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,,
400,PM ENERGI A/S,DK,Denmark,North Denmark Region,Brønderslev,9700,Østergade,134
401,Postnord Danmark (B2452),DK,Denmark,Capital Region Of Denmark,Copenhagen,2450,Vestre Teglgade,15
402,POSTEN BRING AS,NO,Norway,Oslo,Oslo,185,Biskop Gunnerus’ Gate,14A
403,DATA SCANNING A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Hedegaardsvej,88
404,PostNord Stralfors AB,SE,Sweden,Kronoberg County,Ljungby,34133,Helsingborgsvägen,20
405,PRICEWATERHOUSECOOPERS STATSAUTORISERET REVISIONSPARTNERSELSKAB,DK,Denmark,Capital Region Of Denmark,Copenhagen,2900,Strandvejen,44
406,PRICEWATERHOUSECOOPERS AS,NO,Norway,Oslo,Oslo,194,Dronning Eufemias Gate,71
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,PK,Pakistan,,,,,
408,DRAKA NORSK KABEL AS,NO,Norway,Viken,Drammen,3013,Kjerraten,16
409,Publicis Groupe Holdings B.V.,NL,Netherlands,,,,,
41,Aon Assessment Denmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1401,Strandgade,4
410,QCC GLOBAL LIMITED,GB,United Kingdom,England,Wells,BA5 2AA,High Street,9
411,QCC INTERSCAN LTD,GB,United Kingdom,England,Wells,BA5 2AA,High Street,9
412,QLIKTECH DENMARK ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,,
413,QlikTech International Markets AB,SE,Sweden,,,,,
414,QlikTech Nordic AB,SE,Sweden,,,,,
415,"QUALTRICS, LLC",US,United States,Oregon,,,,
416,QUESTBACK AS,NO,Norway,Oslo,Oslo,366,Bogstadveien,54
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,DE,Germany,Lower Saxony,Hanover,30179,Kabelkamp,20
418,RAJAH & TANN,SG,Singapore,Central,Singapore,49908,Battery Road,9
419,RAPID7 INTERNATIONAL LIMITED,GB,United Kingdom,England,London,EC4R 3TT,Swan Lane,"Riverbank House, 2"
42,AON NORWAY AS,NO,Norway,Oslo,Oslo,161,Stortingsgata,6
420,Red Hat Asia Pacific Pte Ltd,SG,Singapore,Central,Singapore,68898,Robinson Road,80
421,RED HAT LIMITED,IE,Ireland,Munster,Cork,,,
422,Red Hat Malaysia Sdn. Bhd.,MY,Malaysia,,,59200,,
423,RELOCATION AS,NO,Norway,Rogaland,Stavanger,4014,,
424,RETAIL FOCUS A/S,DK,Denmark,Capital Region Of Denmark,Kongens Lyngby,2800,Gammel Lundtoftevej,1e 2
425,REVEALCX LLC,US,United States,Delaware,New Castle,,,
426,Rezponz A/S,DK,Denmark,North Denmark Region,Aalborg,9000,Kristinevej,2
427,Rhenus Warehousing Solutions Denmark A/S,DK,Denmark,Central Denmark Region,Horsens,8700,Egeskovvej,15
428,RITTAL A/S,DK,Denmark,Capital Region Of Denmark,Vallensbæk Municipality,2665,Delta Park,37
429,RTTD LTD,GB,United Kingdom,England,London,W1B 3HH,Regent Street,207
43,APPDYNAMICS UK LTD,GB,United Kingdom,England,London,SE1 3TQ,Bermondsey Street,194-204
430,BRINTH & HILLERUP A/S,DK,Denmark,Central Denmark Region,Aarhus,8000,Mariane Thomsens Gade,2E
431,SAGEMCOM BROADBAND SAS,FR,France,Ile-de-France,Rueil-Malmaison,92500,Route De L'Empereur,250
432,"SAILPOINT TECHNOLOGIES, INC.",US,United States,Kentucky,,,,
433,SALESFORCE UK LIMITED,GB,United Kingdom,England,London,EC2N 4AY,Bishopsgate,110
434,SALESFORCE.COM SINGAPORE PTE. LTD.,SG,Singapore,Central,Singapore,38985,Temasek Boulevard,5
435,Salling Group Forsikring A/S,DK,Denmark,Central Denmark Region,Aarhus Municipality,8220,Rosbjergvej,33
436,Saluran Cekap (M) Sdn. Bhd.,MY,Malaysia,Selangor,Ampang Jaya Municipal Council,68000,Medan Bukit Indah 3,3
437,SAMSUNG ELECTRONICS NORDIC AKTIEBOLAG,SE,Sweden,Stockholm County,Stockholms Kommun,16428,Torshamnsgatan,27
438,SANVARU TECHNOLOGY LIMITED,IN,India,Haryana,Sonipat,131028,,
439,SAP DANMARK A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Lautrupsgade,11
44,APPLE DISTRIBUTION INTERNATIONAL LIMITED,IE,Ireland,,,,,
440,SAS INSTITUTE AS,NO,Norway,Oslo,Oslo,256,Parkveien,55
441,SAVILLE CONSULTING DANMARK A/S,DK,Denmark,Capital Region Of Denmark,Rudersdal Municipality,,,
442,SCHNEIDER ELECTRIC DANMARK A/S,DK,Denmark,Capital Region Of Denmark,Ballerup,2750,Baltorpbakken,14
443,Scrive AB,SE,Sweden,,,,,
444,ServiceNow Nederland B.V.,NL,Netherlands,North Holland,Amsterdam,1102 BR,Hoekenrode,3
445,SFDC IRELAND LIMITED,IE,Ireland,Leinster,Dublin,D06 K2F3,Belgrave Square North,60
446,"SHANDONG SACRED SUN POWER SOURCES CO., LTD",CN,China,Shandong,Qufu,273100,,
447,"SHENZHEN CENTER POWER TECH. CO., LTD.",CN,China,Guangdong Province,Shenzhen,518120,,
448,"Shenzhen Huaptec Co., Ltd",CN,China,Guangdong Province,Shenzhen,518100,Hangcheng Boulevard,
449,"Shenzhen Sdmc Technology Co., Ltd",CN,China,Guangdong Province,Shenzhen,,,
45,APPLE DISTRIBUTION INTERNATIONAL LIMITED,IE,Ireland,Munster,Cork,,,
450,"SHENZHEN SKYWORTH DIGITAL TECHNOLOGY CO., LTD.",CN,China,Guangdong Province,Shenzhen,518057,,
451,SHIELDS ENVIRONMENTAL GROUP LTD,GB,United Kingdom,England,South Ockendon,RM15 4YE,Kerry Avenue,
452,"Shuangdeng Group Co., Ltd.",CN,China,Jiangsu,Taizhou,225300,West Tonggang Road,
453,Siae Microelettronica Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,47800,,
454,Siae-microelettronica - S.p.a.,IT,Italy,Lombardy,Cinisello Balsamo,20092,Via Panfilo Castaldi,8
455,Sievo Oy,FI,Finland,Uusimaa,Helsinki,100,Mikonkatu,15 a
456,SIGNICAT AS,NO,Norway,Trøndelag,Trondheim,7042,Beddingen,16
457,SILLEHOVED ApS,DK,Denmark,Region Zealand,Odsherred Municipality,4500,Algade,42
458,SINGTEL GLOBAL INVESTMENT PTE. LTD.,SG,Singapore,Central,Singapore,239732,Exeter Road,31
459,SiPM,BE,Belgium,Limburg,Hasselt,3500,Koning Boudewijnlaan,20A
46,Apple Malaysia Sdn. Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,50470,Jalan Stesen Sentral,2
460,Skillpower Services (Thailand) Co Ltd,TH,Thailand,Bangkok,Yan Nawa District,10500,,
461,SKYCALL AS,NO,Norway,Viken,Bærum,1366,Strandveien,13
462,Smart Media4U Technology Pte. Ltd.,SG,Singapore,Central,Singapore,68815,Shenton Way,6A
463,SMART TECHNOLOGIES (BD) LIMITED,BD,Bangladesh,Dhaka Division,Dhaka,1216,Begum Rokeya Sharani,205/1/a
464,Smartly.io Holding Inc,FI,Finland,Uusimaa,Helsinki,100,,
465,SNOW SOFTWARE AB,SE,Sweden,,,,,
466,Snow Software ApS,DK,Denmark,Capital Region Of Denmark,Gladsaxe Municipality,2860,Gyngemose Parkvej,50
467,SNOW AS,NO,Norway,Viken,Bærum,1369,Hammerstadveien,1
468,"SoftwareONE Co., Ltd.",TH,Thailand,Bangkok,Pathum Wan,10330,Witthayu Road,1402
469,SOFTWAREONE NORWAY AS,NO,Norway,Oslo,Oslo,667,Brynsveien,18E
47,Apple South Asia (Thailand) Co Ltd,TH,Thailand,Bangkok,Bangkok,10330,Rama I Road,
470,SOFTWAREONE PTE. LTD.,SG,Singapore,Central,Singapore,189720,Beach Road,150
471,SONY MOBILE COMMUNICATIONS AB,SE,Sweden,Skåne County,Lund,22362,Mobilvägen,4
472,South Pole Sweden AB,SE,Sweden,Stockholm County,Stockholm,11143,Kungsgatan,8
473,Southern Cable Sdn. Bhd.,MY,Malaysia,Kedah,Kuala Ketil,9300,,
474,Splunk Inc.,US,United States,Mississippi,,,,
475,SPORTS STAR INTERNATIONAL (PRIVATE) LTD.,PK,Pakistan,,,,,
476,SQUARETRADE EUROPE LIMITED,MT,Malta,Central Region,Birkirkara,,,
477,SQUARETRADE LIMITED,GB,United Kingdom,England,London,W1F 9BS,Golden Square,
478,Starcom FZ-LLC,AE,United Arab Emirates,Dubai,,,,
479,STARSEED TECHNOLOGIES (S) PTE. LTD.,SG,Singapore,Southeast,Geylang,408564,Ubi Crescent,10
48,ARELION NORWAY AS,NO,Norway,Oslo,Oslo,277,Drammensveien,
480,Stena Recycling Holding AB,SE,Sweden,Västra Götaland County,Gothenburg,40040,,
481,STORM COMMUNICATIONS AS,NO,Norway,Oslo,Oslo,256,Inkognitogata,33A
482,SUBEX (ASIA PACIFIC) PTE. LIMITED,SG,Singapore,,,,,
483,SUBEX (UK) LIMITED,GB,United Kingdom,England,Harrow,HA1 1JU,St. Anns Road,"Rama Apartments, 17"
484,Sutera Utama Sdn. Bhd.,MY,Malaysia,Johor,Johor Bahru,81100,,
485,Swichtec Power Systems Sdn. Bhd.,MY,Malaysia,Selangor,Shah Alam,40150,,
486,Syarikat Takaful Malaysia Keluarga Berhad,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,50000,Jalan Sultan Sulaiman,
487,"SYNIVERSE COMMUNICATIONS, LLC",US,United States,Florida,Tampa,33647,Highwoods Preserve Parkway,8125
488,Systems Limited,PK,Pakistan,Punjab,Jindra Kalan,,,
489,Systemteknik af 2021 A/S,DK,Denmark,North Denmark Region,Nørresundby,9400,Sundsholmen,3
49,Arelion AB,SE,Sweden,Stockholm County,Stockholm,11433,Lidingövägen,
490,T/A POL AS,NO,Norway,Oslo,Oslo,164,Kristian Augusts Gate,5
491,TALEND SINGAPORE PTE. LTD.,SG,Singapore,Central,Singapore,39190,Temasek Avenue,3
492,Talend Sweden AB,SE,Sweden,Stockholm County,Stockholm,11157,Sergels Torg,12
493,Talentech ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,1123,Gothersgade,14
494,TAMPNET AS,NO,Norway,Rogaland,Stavanger,4020,,
495,Tata Communications International Pte. Ltd.,SG,Singapore,Central,Singapore,68815,Shenton Way,5
496,TATA COMMUNICATIONS INTERNATIONAL PTE. LTD.,SG,Singapore,Southeast,Singapore,539775,Tai Seng Street,18
497,"TATA CONSULTANCY SERVICES LIMITED, FILIAL AF TATA CONSULTANCY SERVICES LTD.,INDIEN",DK,Denmark,Capital Region Of Denmark,Copenhagen,1560,Kalvebod Brygge,45
498,TATA CONSULTANCY SERVICES SVERIGE AB,SE,Sweden,,,,,
499,TCT MOBILE INTERNATIONAL LTD.,HK,Hong Kong,Hong Kong,Hong Kong Island,,,
5,"3DEGREES GROUP, INC.",US,United States,California,San Francisco,94104,Montgomery Street,235
50,ARY COMMUNICATIONS LIMITED,PK,Pakistan,Sindh,Karachi,75530,Abdullah Haroon Road,
500,TD SYNNEX Denmark ApS,DK,Denmark,Central Denmark Region,Viborg Municipality,9632,Hovedvejen,1
501,TEALIUM INC.,US,United States,California,San Diego,92121,Torreyana Road,11095
502,"TEAM INTERNATIONAL SERVICES, INC.",US,United States,Florida,Lake Mary,32746,,
503,TECH MAHINDRA (THAILAND) COMPANY LIMITED,TH,Thailand,,,,,
504,Tech Mahindra Ict Services (Malaysia) Sdn. Bhd.,MY,Malaysia,Selangor,Cyberjaya,63000,Persiaran APEC,lot 12122
505,Tecnotree Oyj,FI,Finland,Uusimaa,Espoo,2150,Tekniikantie,14
506,TELECOM EQUIPMENT PTE LTD,SG,Singapore,Central,Singapore,239732,Exeter Road,31
507,Telekom Malaysia Berhad,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,50603,Jalan Pantai Baharu,
508,TELENOR SHARED SERVICES DENMARK A/S,DK,Denmark,North Denmark Region,Aalborg,9000,Skelagervej,9
509,TELENOR ASA,NO,Norway,Viken,Bærum,1360,,
51,"Ascio Technologies, Corp. Danmark - Filial af Ascio Technologies Corp. Canada",DK,Denmark,Capital Region Of Denmark,Gentofte Municipality,2900,Tuborg Boulevard,3
510,TELENOR BROADCAST HOLDING AS,NO,Norway,Viken,Bærum,1360,,
511,Telenor Connexion AB,SE,Sweden,Stockholm County,Solna,,,
512,TELENOR D.O.O. BEOGRAD,RS,Serbia,City Of Belgrade,Belgrade,11070,Омладинских Бригада,90
513,TELENOR DANMARK HOLDING A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2450,Frederikskaj,8
514,TELENOR DIGITAL AS,NO,Norway,Viken,Bærum,1360,,
515,TELENOR FIBER AS,NO,Norway,Viken,Bærum,1360,,
516,TELENOR GLOBAL SHARED SERVICES PAKISTAN (PRIVATE) LIMITED,PK,Pakistan,Islamabad Capital Territory,Islamabad,,,
517,TELENOR GO PTE. LTD.,SG,Singapore,Central,Singapore,78881,Wallich Street,1
518,TELENOR LDI COMMUNICATIONS (PVT.) LIMITED,PK,Pakistan,Islamabad Capital Territory,Islamabad,44000,Markaz Road,
519,TELENOR GLOBAL SERVICES AS,NO,Norway,Viken,Bærum,1360,,
52,ASIAINFO DENMARK ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,,
520,Telenor Magyarorszag Zrt.,HU,Hungary,Pest,Törökbálint,2045,Pannon Út,1
521,TELENOR NORGE AS,NO,Norway,Viken,Bærum,1360,,
522,TELENOR PAKISTAN,PK,Pakistan,Islamabad Capital Territory,Islamabad,,,
523,TELENOR PROCUREMENT COMPANY PTE. LTD.,SG,Singapore,Central,Singapore,78881,Wallich Street,1
524,TELENOR REAL ESTATE AS,NO,Norway,Viken,Bærum,1360,,
525,Telenor Shared Services AS,NO,Norway,Viken,Bærum,1360,,
526,TELENOR SOFTWARE LAB AS,NO,Norway,Viken,Bærum,1360,,
527,TELENOR SVALBARD AS,NO,Norway,,,,,
528,TELETEAMET A/S,DK,Denmark,Region Of Southern Denmark,Odense Kommune,5250,Holkebjergvej,56a
529,Teliti Teknik Sdn Bhd,MY,Malaysia,Selangor,Shah Alam,40160,,
53,Atea A/S,DK,Denmark,Capital Region Of Denmark,Ballerup,2750,Lautrupvang,6
530,Textilia Group A/S,DK,Denmark,Capital Region Of Denmark,Egedal Municipality,2765,Kongebakken,1
531,Thailife Insurance Public Company Limited,TH,Thailand,Bangkok,Bangkok,10400,Ratchadaphisek Road,1
532,SETEC CARD A/S,DK,Denmark,Capital Region Of Denmark,Ballerup,2750,Industriparken,39
533,GEMALTO NORGE AS,NO,Norway,Oslo,Oslo,377,Hoffsveien,70C
534,Thales DIS Sweden AB,SE,Sweden,Stockholm County,Stockholm,12615,,
535,TIETOEVRY NORWAY AS,NO,Norway,Viken,Bærum,1360,,
536,TIETOEVRY TECH SERVICES NORWAY AS,NO,Norway,Viken,Bærum,1360,Snarøyveien,30A
537,TINEX GROUP AS,NO,Norway,Oslo,Oslo,668,Verkseier Furulunds Vei,1
538,Tm Technology Services Sdn. Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,50603,Jalan Pantai Baharu,
539,Tongyu Communication Inc.,CN,China,Guangdong Province,Guzhen,528421,Caosan Gongye Avenue Middle East 2nd Road,
54,ATEA AS,NO,Norway,Oslo,Oslo,579,Karvesvingen,5
540,Tp Link International Ltd.,HK,Hong Kong,Hong Kong,Kowloon,0,Science Museum Road,9
541,TPM DATA ApS,DK,Denmark,Capital Region Of Denmark,Smørumnedre,2765,Rendebæksvej,19
542,"Tradium, Erhvervsskole og - gymnasier, Randers S/I",DK,Denmark,Central Denmark Region,Randers,8900,Vester Alle,26
543,TRANSMODE SYSTEMS AB,SE,Sweden,Stockholm County,Stockholm,,,
544,TREND MICRO (SINGAPORE) PTE. LTD.,SG,Singapore,Central,Singapore,38986,Temasek Boulevard,6
545,Trifork A/S,DK,Denmark,Central Denmark Region,Aarhus,8200,Dyssen,1
546,True Move H Universal Communication Co Ltd,TH,Thailand,Bangkok,Bangkok,10310,Ratchadaphisek Road,18
547,TRUSTZONE A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Islands Brygge,41
548,TT DOTCOM SDN. BHD.,MY,Malaysia,Selangor,Shah Alam,40150,,
549,TT-NETVAERKET P/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Amager Strandvej,60
55,Atea Sverige AB,SE,Sweden,Stockholm County,Stockholms Kommun,11129,,
550,TUTELA TECHNOLOGIES LTD.,CA,Canada,British Columbia,Victoria,V8W 1H8,Fort Street,838
551,TXO SYSTEMS LTD,GB,United Kingdom,Wales,Chepstow,NP16 6UP,Newhouse Farm Industrial Estate,Unit 3
552,UIPATH SRL,RO,Romania,Bucharest,Bucharest,,,
553,Unit Trust Of Pakistan,PK,Pakistan,Sindh,Saddar Town,75600,,
554,"UNITED INFORMATION HIGHWAY CO., LTD.",TH,Thailand,Bangkok,Chatuchak District,10900,Kamphaeng Phet 6 Road,
555,Ur Consult ApS,DK,Denmark,Capital Region Of Denmark,Kongens Lyngby,2830,Olesvej,8
556,UTEL AS,NO,Norway,Agder,Grimstad,4879,Jon Lilletuns Vei,1
557,VANTIVA TECHNOLOGIES,FR,France,Ile-de-France,Paris,75015,Boulevard De Grenelle,10
558,Vertiv (Malaysia) Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,46200,,
559,"VERTIV (THAILAND) CO., LTD.",TH,Thailand,Bangkok,Chatuchak,10900,,
56,NP Investment A/S,DK,Denmark,Capital Region Of Denmark,Hillerød,3400,Kongens Vænge,8
560,Vertiv Energy Private Limited,IN,India,Maharashtra,Thane,400604,Wagle Circle,
561,VERTIV (SINGAPORE) PTE. LTD.,SG,Singapore,Southeast,Singapore,556741,Lorong Chuan,151
562,Viaplay Group AB (publ),SE,Sweden,Stockholm County,Stockholm,10462,,
563,VIRTUAL WORLD (PVT.) LIMITED,PK,Pakistan,,,,,
564,MV-NORDIC A/S,DK,Denmark,Region Of Southern Denmark,Odense Kommune,5000,Edisonsvej,4
565,VOXOGO ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,1306,Kronprinsessegade,36
566,WATCHDATA TECHNOLOGIES PTE LTD,SG,Singapore,Central,Singapore,49317,Collyer Quay,11
567,WATEEN SOLUTIONS (PVT.) LIMITED,PK,Pakistan,Punjab,Lahore,,,
568,Waystream AB,SE,Sweden,Stockholm County,Stockholms Kommun,16421,Färögatan,33
569,WIDEROE AS,NO,Norway,Nordland,Bodø,8003,Langstranda,6
57,ATREBO SL,ES,Spain,Andalusia,Guillena,41219,Carretera Gijón A Puerto De Sevilla,9
570,Wilke Markedsanalyse A/S,DK,Denmark,Region Of Southern Denmark,Odense Kommune,5000,,
571,WIPRO LIMITED,IN,India,Karnataka,Doddakannelli,560035,Sarjapura Road,"12, Doddakannelli Varthur Hobli, 83, Off Sarjapur Road, Kaikondrahalli"
572,WIPRO LIMITED (SINGAPORE BRANCH),SG,Singapore,Central,Singapore,89837,Cantonment Road,31
573,Wire & Wireless Co Ltd,TH,Thailand,Amnat Charoen Province,Huai,,,
574,WOODLANDS TRANSPORT SOLUTIONS PTE. LTD.,SG,Singapore,Southeast,Singapore,408727,Ubi Road 1,61
575,WORKDAY LIMITED,IE,Ireland,Leinster,Dublin,D07 RR82,May Lane,
576,WTW REAL ESTATE SDN. BHD.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,57000,Bulatan Inovasi,
577,XIT SOFTWARE ApS,DK,Denmark,Capital Region Of Denmark,Gentofte Municipality,2900,,
578,Yangtze Optical Fibre And Cable Joint Stock Ltd.,CN,China,Hubei,Wuhan,430073,,
579,YINDA TECHNOLOGY (THAILAND) COMPANY LIMITED,TH,Thailand,,,,,
58,AV CENTER AALBORG ApS,DK,Denmark,North Denmark Region,Nørresundby,9400,Stenholm,1
580,ZALARIS HR SERVICES DANMARK A/S,DK,Denmark,Capital Region Of Denmark,Høje-Taastrup Municipality,2630,Høje Taastrup Vej,1 h
581,Zalaris HR Services Finland Oy,FI,Finland,,,,,
582,ZALARIS HR SERVICES NORWAY AS,NO,Norway,Nordland,Lødingen,8410,,
583,Zalaris HR Services Sverige AB,SE,Sweden,Stockholm County,Solna,,,
584,ZENDATA ApS,DK,Denmark,Capital Region Of Denmark,Ølstykke,3650,Svalehøjvej,30
585,ZHONGXING TELECOM PAKISTAN (PRIVATE) LIMITED,PK,Pakistan,,,,,
586,ZIFF DAVIS IRELAND LIMITED,IE,Ireland,Leinster,Dublin 2,D02 VK60,Sir John Rogerson's Quay,
587,Zte (Malaysia) Corporation Sdn. Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,50400,Jalan Tun Razak,18-04
588,Zte (Thailand) Co Ltd,TH,Thailand,Bangkok,Sathon District,10120,,
589,Zte Corporation,CN,China,Guangdong Province,Shenzhen,518057,,
59,aviat networks bangladesh ltd.,BD,Bangladesh,,,,,
590,Z.T.E. CORPORATION BANGLADESH LTD.,BD,Bangladesh,Dhaka Division,Dhaka,1213,Kamal Ataturk Avenue,28 & 30
591,ZTE NORWAY AS,NO,Norway,Viken,Bærum,1364,Martin Linges Vei,25
6,3Step IT Group Oy,FI,Finland,Uusimaa,Helsinki,180,Mechelininkatu,1a
60,Aviat Networks Japan LLC,JP,Japan,,,,,
61,AWAN DISTRIBUTION FZC,AE,United Arab Emirates,Sharjah Emirate,Sharjah,,,
62,Axteq ApS,DK,Denmark,Region Zealand,Greve Strand,2670,Nimbusvej,1B
